,appid,average_2weeks,average_forever,developer,median_2weeks,median_forever,name,negative,owners,owners_variance,players_2weeks,players_2weeks_variance,players_forever,players_forever_variance,positive,price,publisher,score_rank,userscore
467890.0,467890,0,13,Blazing Tree Studio,0,19,Garage Drummer VR,13,4701,2109,0,0,1979,1368,23,599,Blazing Tree Studio,19,66
467990.0,467990,0,105,Netker Inc.,0,26,Versus: Battle of the Gladiator,197,60620,7574,0,0,41568,6272,296,0,Netker Inc.,16,60
468100.0,468100,0,107,Zordix AB,0,107,Aqua Moto Racing Utopia,14,742,1027,0,0,747,1463,45,2999,Zordix AB,38,73
468160.0,468160,14,73,Hart Laboratories LLC,14,95,Ancient Go,14,1117,1262,747,1463,1117,1262,25,499,Hart Laboratories LLC,20,62
468250.0,468250,1,83,Con Artist Games,1,19,Warfare Online,296,288747,16528,1237,1082,215014,14263,539,0,Con Artist Games,20,72
468740.0,468740,26,176,Mythical City Games,36,281,Snow Fortress,3,4206,1995,1114,1258,3959,1935,37,1499,Mythical City Games,81,89
468820.0,468820,2,40,DrashVR LLC,2,38,Titans of Space 2.0,9,6928,2560,747,1463,6681,2514,112,799,DrashVR LLC,81,91
469710.0,469710,0,204,Checkmark Games,0,228,Shattered Throne,2,2474,1530,0,0,1485,1453,21,249,Checkmark Games,77,87
470040.0,470040,0,2235,SkyRiver Studios,0,22,Spellgear,25,10392,3136,0,0,6186,2419,47,0,SkyRiver Studios,22,65
470270.0,470270,98,241,"Tribe Tea, Stas Shostak, Evgeniy Yudin, Alexzander Protasenya, Ruslan Viter",163,241,Tribal Pass,42,155879,12145,1732,1280,135837,11338,177,499,Stas Shostak,46,81
470470.0,470470,0,53,Waynetron,0,72,Birdsketball,0,1485,1453,0,0,1485,1453,38,199,Waynetron,100,100
471220.0,471220,0,17,RadishBox,0,17,Don't Drop the Bass,0,742,838,0,0,742,1027,6,499,RadishBox,100,100
471730.0,471730,12,62,nocanwin,12,112,Rocket Ski Racing,5,1494,2069,747,1463,1494,2069,15,49,nocanwin,36,68
471770.0,471770,0,13,"Arcen Games, LLC",0,9,"In Case of Emergency, Release Raptor",17,21774,4539,0,0,3217,1744,31,0,"Arcen Games, LLC",20,64
473140.0,473140,1,271,Dracula Bytes,1,271,BomberZone,12,40331,6178,747,1463,37361,5946,27,199,exosyphen studios,26,50
473730.0,473730,1,237,MegawattsCo,1,240,Physic Monster,79,138311,11441,740,1023,110105,10208,48,49,Dagestan Technology,3,25
475430.0,475430,91,195,Bmc Studio,91,265,Kimulator : Fight for your destiny,148,11876,3353,740,1023,9402,2983,214,199,Bmc Studio,15,61
475490.0,475490,46,323,Klace,68,262,Major\Minor - Complete Edition,68,17567,4077,1117,1262,8660,2863,272,1999,Tall Tail Studios,46,82
475530.0,475530,7,9,"Hexagon Games, NAMI TENTOU",7,13,Go Go Electric Samurai,2,7918,2737,742,1453,2227,1451,14,0,Hexagon Games,64,87
476020.0,476020,19,241,Redblack Spade,19,261,Reflection of Mine,6,10887,3210,742,1453,6928,2560,80,271,Redblack Spade,85,92
476030.0,476030,0,101,Stupid Stupid Games,0,107,Johnny GravesThe Unchosen One,7,11629,3317,0,0,990,967,17,99,Stupid Stupid Games,28,100
476930.0,476930,62,317,Musopia,62,163,FourChords Guitar Karaoke,10,2722,1605,742,1453,2722,1605,36,1999,Musopia,42,75
477170.0,477170,0,10,"Deepak M., Grant B.",0,13,Chamber 19,10,4454,2053,0,0,1117,1262,27,1499,"Deepak M., Grant B.",31,65
477730.0,477730,143,1123,Snowbird Games,156,324,Eador. Imperium,94,11134,3246,1110,1254,8907,2903,652,1999,Snowbird Games,64,87
477910.0,477910,0,212,Silentplaygames,0,219,Wanderer of Teandria,0,2227,1451,0,0,1489,1457,5,499,Silentplaygames,100,100
479000.0,479000,0,72,Raptor-Lab,0,86,IrreVRsible,7,1117,1262,0,0,1117,1262,28,199,Raptor-Lab,46,78
481190.0,481190,34,359,Codalyn,68,214,Stable Orbit,72,9897,3060,1484,2055,6681,2514,125,749,Green Man Gaming Publishing,19,65
484350.0,484350,0,83,StormBringer Studios,0,46,VRZ: Torment,43,10639,3173,0,0,10144,3098,134,999,StormBringer Studios,36,76
484870.0,484870,0,218,Bad Bird Studios,0,84,Battle Dome,41,13856,3621,0,0,10887,3210,421,1499,,77,91
484930.0,484930,0,6,KaleidoGames,0,6,Beekyr Reloaded,0,747,1463,0,0,747,1463,8,899,"KaleidoGames, Indie Tribe",100,100
485360.0,485360,34,131,Corrosive Studios LLC,34,135,Disgraced,5,8907,2903,738,1444,4949,2164,42,999,Corrosive Studios LLC,70,86
485390.0,485390,285,332,Proteus Studios,371,332,Machine Made: Rebirth,2,184085,13198,4206,1995,158848,12260,80,499,Sometimes You,97,100
485450.0,485450,99,221,SC Jogos,197,212,Ninja Stealth,46,45032,6528,1484,2055,29444,5279,116,49,SC Jogos,29,72
485590.0,485590,0,140,"Magisterion, 3Dever",0,175,Citadel,9,6433,2467,0,0,4949,2164,16,0,Magisterion,20,70
485740.0,485740,0,234,Thrill Pill Games,0,243,Color Syndrome,33,22763,4642,0,0,17567,4077,67,99,Thrill Pill Games,24,56
485780.0,485780,19,113,Hard Light Labs,19,40,SoundStage,14,17815,4106,742,1453,16330,3931,211,999,Hard Light Labs,85,93
485830.0,485830,272,189,D247 Games,281,201,Star Merc,11,24248,4790,1237,1082,18310,4163,24,199,New Worlds Games,25,55
486780.0,486780,34,365,Halfbrick Studios Pty Ltd,23,90,Fruit Ninja VR,26,43547,6420,5938,2370,42063,6309,316,1499,Halfbrick Studios Pty Ltd,81,92
486880.0,486880,359,228,EJRGames,359,186,Abrix for kids,63,38351,6025,747,1463,27712,5121,42,499,EJRGames,4,23
487000.0,487000,0,29,2 Zombie Games,0,29,Quest Hunter,11,742,1027,0,0,742,1027,49,1499,2 Zombie Games,48,81
487160.0,487160,112,134,Onion Core,112,192,Trials of Azra,5,2969,1676,742,1453,1485,1185,42,149,Onion Core,70,86
488040.0,488040,0,109,MyDream Interactive Inc.,0,113,VR Toolbox: 360 Desktop,4,3959,1935,0,0,2722,1605,34,1189,MyDream Interactive Inc.,70,88
488310.0,488310,69,209,For Fun Labs,46,78,Eleven: Table Tennis VR,38,40083,6159,4701,2109,37114,5927,797,1999,For Fun Labs,92,95
488760.0,488760,116,230,Strange Company,116,110,Left-Hand Path,16,5196,2217,738,1444,4949,2164,86,2999,Strange Company,56,84
489370.0,489370,167,112,Sproing,167,90,Quarantine,85,10887,3210,740,1023,9897,3060,144,499,505 Games,18,62
489600.0,489600,7,153,HB Studios,7,73,The Golf Club VR,26,12619,3456,738,1444,11629,3317,177,2999,HB Studios,64,87
490170.0,490170,0,5,Joe Chatfield,0,9,Mind OVR Matter,2,5691,2321,0,0,1862,1629,17,499,Joe Chatfield,70,88
490490.0,490490,38,63,The Secret Location,45,70,Blasters of the Universe,11,6928,2560,990,967,2722,1605,89,1499,The Secret Location,70,89
490980.0,490980,283,225,Sinister Systems,287,211,Daily Chthonicle: Editor's Edition,20,162559,12403,3723,2304,145487,11734,70,399,Sometimes You,40,77
491030.0,491030,290,206,Anatoliy Loginovskikh,344,210,The Last Error,15,64331,7803,1114,1258,55918,7275,22,199,Anatoliy Loginovskikh,15,58
491070.0,491070,0,48,Hako Games,0,48,Shout Of Survival,1,747,1463,0,0,747,1463,1,999,Hako Games,,0
492080.0,492080,0,26,Purin Productions,0,26,Vision of Aurora Borealis,11,1485,1453,0,0,1114,1258,32,399,Purin Productions,34,72
492130.0,492130,275,243,Rasul Mono,284,241,"Bye-Bye, Wacky Planet",50,230602,14771,11629,3317,173199,12802,243,124,Efimov Max,51,86
492200.0,492200,0,197,3GoGames,0,197,CapRiders: Euro Soccer,0,747,1463,0,0,747,1463,16,799,3GoGames,100,100
492710.0,492710,24,67,Reddoll Srl,39,31,VR Ping Pong,17,9402,2983,1494,2069,6928,2560,100,999,"IV Productions, Merge Games",58,81
493080.0,493080,0,1496,WinterSpring Games,0,1471,Card Quest,4,3711,1874,0,0,1979,1368,73,999,Black Shell Media,89,95
493290.0,493290,21,36,MT Worlds,21,36,World VR Competition,2,1117,1262,747,1463,745,1030,14,359,MT Worlds,64,84
493410.0,493410,0,18,Mister Anderson,0,18,Steampuff: Phinnegan's Factory,5,742,838,0,0,742,838,19,999,Steelehouse,44,76
494220.0,494220,0,37,Iron Helmet Games,0,17,Blight of the Immortals,17,24248,4790,0,0,4454,2053,24,0,Iron Helmet Games,14,58
494530.0,494530,0,24,Orc Hunter Developer Team,0,24,Orc Hunter VR,7,745,1030,0,0,742,1453,6,999,Orc Hunter Developer Team,7,41
494700.0,494700,0,38,TDZ Games,0,63,Eliosi's Hunt,2,1114,1258,0,0,1475,2043,30,499,TDZ Games,85,91
494810.0,494810,0,79,hOSHI,0,55,VR: Vacate the Room,22,13608,3589,0,0,9897,3060,161,499,hOSHI,64,88
494830.0,494830,55,38,ciwolsey,55,46,ViveSpray,24,4701,2109,747,1463,3711,1874,50,699,ciwolsey,24,67
495030.0,495030,0,13,Fred Sauer,0,13,VR Battle Grid,4,37114,5927,0,0,5691,2321,33,0,Fred Sauer,70,89
495350.0,495350,88,194,Fabio Ferrara,103,223,Woodle Tree 2: Worlds,61,26722,5029,1110,1254,20289,4382,176,143,Chubby Pixel,34,59
495580.0,495580,0,339,KAVA Game Studio,0,537,Divided We Fall,52,1732,1280,0,0,1862,1629,80,324,KAVA Game Studio,16,61
496000.0,496000,0,20,Fusion Labz Corp.,0,20,BowMage,1,990,967,0,0,742,838,3,999,Fusion Labz Corp.,36,66
496310.0,496310,0,28,Burning Ice Games,0,3,Momento Temporis: Light from the Deep,8,4206,1995,0,0,2968,2906,38,424,Burning Ice Games,51,62
496460.0,496460,643,1613,Mindillusion,167,502,Life is Feudal: Forest Village,690,130394,11108,16330,3931,126682,10949,1491,2499,Bitbox Ltd.,25,66
496550.0,496550,0,300,Antonio Renna,0,157,Noob Squad,216,26722,5029,0,0,20042,4355,171,99,Antonio Renna,6,39
497460.0,497460,170,62,VitruviusVR,170,89,Mervils: A VR Adventure,0,1485,1185,747,1463,1485,1185,45,999,VitruviusVR,100,100
497490.0,497490,0,0,Allusio,0,0,Project Hovercraft,0,4701,2109,0,0,0,0,3,1499,Allusio,100,100
497800.0,497800,24,124,Vulgat,24,175,Golden Krone Hotel,0,2227,1451,738,1444,2227,1451,50,999,Vulgat,100,100
498280.0,498280,0,13,Technical Entertainment,0,13,Jurassic Survival,28,6928,2560,0,0,742,838,10,899,Technical Entertainment,1,36
498990.0,498990,0,22,Climax Studios Ltd,0,24,Balloon Chair Death Match,2,5196,2217,0,0,1856,1624,24,399,Climax Studios Ltd,81,100
499400.0,499400,0,21,RealityRig,0,28,The Path of Greatest Resistance,7,3464,1810,0,0,2722,1605,39,251,RealityRig,56,84
499560.0,499560,0,152,Salty Dog Digital,0,152,Fourtex Jugo,1,742,1027,0,0,747,1463,3,399,Salty Dog Digital,36,100
499580.0,499580,0,134,"Virtually Competent, LLC",0,166,Crystal Control II,0,3464,1810,0,0,2474,1530,0,499,"Virtually Competent, LLC",,0
500100.0,500100,0,0,Kedexa,0,0,Cubic complex,1,13114,3523,0,0,0,0,5,62,Kedexa,53,100
500110.0,500110,0,68,Joey Sipos,0,125,Glider Island,4,1732,1280,0,0,1117,1262,11,799,5D Realities,33,73
500790.0,500790,0,156,Traptics,0,158,Moribund,0,4701,2109,0,0,3723,2304,16,999,Traptics,100,100
501310.0,501310,0,166,Arclight Worlds,0,168,Venture Forth,1,1237,1082,0,0,990,967,5,999,Indie Voyage,53,100
501440.0,501440,0,164,MatrixStudio,0,245,Stars,5,2474,1530,0,0,2227,1451,12,1499,MatrixStudio,28,54
501950.0,501950,6,115,"Big Fat Alien, Blue Sock Studios",6,88,Rogue Islands,8,2474,1530,742,1453,2606,1928,39,1999,Keystone Games,51,82
502480.0,502480,0,15,"Broken Vector, Michael Lohr, Jack Dähn, Lars Grevsmühl, Nico Thomas, Robin Quint",0,15,VoxVR,0,747,1463,0,0,747,1463,0,1499,Broken Vector,,0
502520.0,502520,457,2975,Game-Labs,115,906,Ultimate General: Civil War,225,86599,9053,14351,3685,81156,8764,1674,2999,Game-Labs,67,87
502700.0,502700,0,141,RagTagRadical,0,156,Laser Lasso BALL,1,6186,2419,0,0,4949,2164,17,399,RagTagRadical LLC,89,90
502740.0,502740,82,188,Aleksandr Golovkin,82,169,50 years,21,10639,3173,742,1027,7175,2606,175,499,Aleksandr Golovkin,70,90
502780.0,502780,0,10,NewHopeGames,0,10,Avalon: The Journey Begins,1,745,1030,0,0,742,1453,3,999,NewHopeGames,36,100
503010.0,503010,39,25,Lusorion Creatives,39,25,Azulgar Star Commanders,17,17072,4020,747,1463,2227,1451,54,1499,Lusorion Creatives,38,75
503220.0,503220,0,155,"Kirill Kupryakhin, Pavel Shakhov",0,162,Samurai Wars,1,3464,1810,0,0,2474,1530,1,199,Kirill Kupryakhin,9,100
503350.0,503350,106,326,Milkstone Studios,142,123,White Noise 2,193,48248,6758,2227,1451,43300,6402,1205,999,Milkstone Studios,61,85
503420.0,503420,77,158,ma_mutte,77,159,NEO-NOW!,0,12124,3387,742,1027,6186,2419,3,999,ma_mutte,,0
503530.0,503530,0,16,Radostin Stoychev,0,18,The Fallen Kingdom,42,6928,2560,0,0,2227,1451,40,799,Real Games Studios,8,38
504210.0,504210,124,700,Zachtronics,30,271,SHENZHEN I/O,30,87589,9105,4949,2164,75465,8451,1151,1499,Zachtronics,97,97
504370.0,504370,337,823,Stunlock Studios,119,202,Battlerite,4792,3404837,56573,1356145,35780,2425028,47793,32688,0,Stunlock Studios,64,87
504420.0,504420,0,39,Invictus Games Ltd.,0,39,Malazard: The Master of Magic,5,3464,1810,0,0,747,1463,15,799,Invictus Games Ltd.,36,72
504460.0,504460,42,84,Gamious,42,101,Team Racing League,10,5196,2217,740,1023,3711,1874,51,999,Gamious,53,91
504650.0,504650,176,108,MasterpieceVR,176,40,MasterpieceVR,5,15588,3841,742,838,8660,2863,65,2999,,81,86
505110.0,505110,90,101,Raf1 Dev,90,143,Ghost Pursuit VR,0,4454,2053,742,1453,2969,1676,3,499,Raf1 Dev,100,100
506500.0,506500,139,304,Everglow Interactive Inc.,77,125,Party Panic,98,39341,6102,5691,2321,35877,5827,313,1699,Everglow Interactive Inc.,38,75
506540.0,506540,178,405,"Free Reign Entertainment, Free Reign Entertainment",35,71,Last Man Standing,6301,4304480,63550,172456,12775,3145286,54389,11150,0,Free Reign Entertainment,19,63
506730.0,506730,258,145,Racing Bros,276,129,Dinosaur Forest,131,33403,5623,1485,1453,19794,4328,155,49,ANPA.US,11,53
506750.0,506750,0,34,Ao Mariko 2016,0,34,AM Model Viewer,3,747,1463,0,0,747,1463,8,499,Ao Mariko 2016,31,72
506870.0,506870,323,728,Ludomotion,442,267,Unexplored,12,12124,3387,2951,2889,11629,3317,345,999,Ludomotion,95,96
506900.0,506900,9,144,Caracal Games,18,45,Downward,32,11876,3353,1475,2043,9402,2983,157,999,IndieGala,53,81
507120.0,507120,0,130,Voided Pixels,0,144,The Superfluous,5,7423,2650,0,0,5443,2270,32,499,Voided Pixels,61,77
507400.0,507400,236,215,Balthasar02,271,210,Vindictive Drive,1,181364,13100,3723,2304,165281,12506,10,134,Sometimes You,74,100
508300.0,508300,5,2756,HeroCraft,5,119,Strategy & Tactics: Dark Ages,22,5443,2270,740,1023,2722,1605,52,1499,HeroCraft,28,71
509070.0,509070,1,98,"Jorge Moreno Aguilera, David Erosa",1,157,Super VR Trainer,5,1485,1185,742,1453,1237,1082,16,359,David Erosa García,38,73
509850.0,509850,149,405,Artur Rezende,149,202,Bumper,1,6186,2419,745,1030,4454,2053,5,49,Artur Rezende,53,66
510130.0,510130,14,18,Himi Games,14,16,Power Link VR,1,8660,2863,740,1023,3959,1935,12,0,Newsight games,81,92
510840.0,510840,2,213,HyperReuts,2,212,Evolvation,5,16330,3931,742,1453,11382,3282,15,999,HyperReuts,36,100
511250.0,511250,0,0,Floating Island Games,0,0,Cloudbase Prime,0,747,1463,0,0,0,0,7,669,Floating Island Games,100,100
511390.0,511390,0,153,Sageose,0,176,Base Raid,1,3464,1810,0,0,2227,1451,3,719,Sageose,36,100
511560.0,511560,0,13,Krazy Studios,0,13,World of Golf,7,742,838,0,0,742,838,10,499,Krazy Studios,14,53
511570.0,511570,0,35,SOLIDMESH,0,48,NIGHTSTAR,3,1489,1457,0,0,1489,1457,34,999,SOLIDMESH,77,91
511800.0,511800,34,128,Pragmatix Ltd,23,29,ONRAID,283,502276,21794,8413,2822,411718,19733,1031,0,Pragmatix Ltd,42,78
512020.0,512020,192,265,GamersHype Productions,243,161,Box Maze,15,18804,4219,4840,2627,12866,3489,50,49,GamersHype Productions,38,78
512110.0,512110,0,40,"Viriver Network Technology Co., Ltd.",0,53,Cosmos Crash VR,3,1485,1453,0,0,1114,1258,26,799,"Viriver Network Technology Co., Ltd.",70,84
512200.0,512200,1,30,Playvision,1,14,Metal Carnage,28,17320,4049,747,1463,7175,2606,42,0,Playvision,16,68
512410.0,512410,0,0,Wadup Games,0,0,69 Ways to Kill a Zombie,3,3217,1744,0,0,0,0,5,1339,Wadup Games,,0
512560.0,512560,0,12,HoCWar,0,12,HoCWar,32,13114,3523,0,0,3217,1744,31,0,HoCWar,8,49
513300.0,513300,0,0,LAB132,0,0,Schacht,0,742,1027,0,0,0,0,17,799,"LabOne48, LAB132",100,100
513560.0,513560,39,57,Buka Game Studio,54,19,Hunger Dungeon,543,882818,28882,3217,1744,752672,26672,1547,0,PQube Limited,34,74
513960.0,513960,0,768,StarworkGC,0,768,Galactic Fighters,0,1979,1368,0,0,745,1030,7,299,StarworkGC,100,100
513970.0,513970,170,150,Two Headed Monkey,340,146,Alpha Decay,11,5691,2321,1494,2069,5957,2915,20,999,Two Headed Monkey,20,36
514240.0,514240,0,148,Deceptive Games Ltd.,0,169,ALONE?,51,8165,2780,0,0,5443,2270,48,179,Deceptive Games Ltd. ,8,44
514290.0,514290,84,237,Mind Leak,85,160,Factory Engineer,34,12124,3387,1114,1258,9897,3060,42,999,Mind Leak,12,50
514990.0,514990,0,182,Dead Drop Studios LLC,0,217,Outbreak,22,6928,2560,0,0,4454,2053,46,149,Dead Drop Studios LLC,24,68
515740.0,515740,0,6,Mad Unicorn Games,0,6,Radical Heroes: Crimson City Crisis,2,1732,1280,0,0,740,1023,8,299,Apogee Software,46,66
516510.0,516510,200,124,Candycane Games,173,7,Orake 2D MMORPG,154,136085,11348,4206,1995,88084,9130,380,0,Candycane Games,29,71
516580.0,516580,0,20,Tri-Coastal Games,0,20,DYSTORIA,3,742,1027,0,0,738,1444,35,999,Tri-Coastal Games,81,91
517110.0,517110,0,218,Pixel Battery,0,248,Cards of Chaos,1,3464,1810,0,0,2722,1605,11,699,Pixel Battery,77,50
517230.0,517230,0,15,"Beijing Xinrun Technology Co.,Ltd",0,17,Spinning Maze,1,6433,2467,0,0,1489,1457,13,999,"Beijing Xinrun Technology Co.,Ltd",81,100
517330.0,517330,1351,352,ImaginationOverflow,1351,289,Stellar Interface,6,4701,2109,742,1453,3723,2304,37,779,ImaginationOverflow,61,84
518720.0,518720,9,101,Starloop Studios,11,62,Overkill VR: Action Shooter FPS,31,10887,3210,1489,1457,8907,2903,144,1999,Game Troopers,51,81
520210.0,520210,0,36,We AR VR,0,69,DreamDesk VR,5,1114,1258,0,0,1114,1258,5,2499,We AR VR,9,60
520510.0,520510,0,10,Totemic Entertainment Ltd,0,20,Tribocalypse VR,1,3711,1874,0,0,1484,2055,6,699,Totemic Entertainment Ltd,58,66
520750.0,520750,0,41,Mad Triangles,0,41,DWVR,0,747,1463,0,0,747,1463,18,974,Mad Triangles,100,100
521100.0,521100,1166,197,RuVe Game Studio,1166,182,MinosMaze - The Minotaur's Labyrinth,18,8165,2780,747,1463,5443,2270,16,49,RuVe Game Studio,7,44
521590.0,521590,0,313,Warfare Studios,0,170,Subterra,8,6928,2560,0,0,3464,1810,12,49,Red Dahlia,16,66
521920.0,521920,14,189,Retro Army Limited,19,135,Death's Hangover,13,19052,4246,1117,1262,13114,3523,138,499,Retro Army Limited,77,91
521950.0,521950,102,599,VikingVRStudio,183,184,Bullet Sorrow VR,27,10887,3210,2227,1779,8907,2903,208,1999,VikingVRStudio,67,88
522020.0,522020,9,51,DIVR Labs,9,30,Blue Effect VR,17,6928,2560,742,1453,5196,2217,91,1499,DIVR Labs,56,82
522210.0,522210,43,143,iFun4All S.A.,82,82,Serial Cleaner,16,20289,4382,1475,2043,4949,2164,145,1499,Curve Digital,74,86
522250.0,522250,0,41,Playing With Matches,0,50,Quick Draw,10,4206,1995,0,0,1237,1082,21,499,Playing With Matches,24,78
522590.0,522590,0,1,Indie Dynamics,0,1,Near Midnight,20,2234,1785,0,0,742,1453,21,99,Indie Dynamics,9,30
524060.0,524060,0,5,RLTY CHK,0,5,Block Wave VR,3,1489,1457,0,0,747,1463,7,499,RLTY CHK,28,60
525100.0,525100,0,15,SLIVER.tv,0,9,SLIVER.tv,13,25980,4959,0,0,6681,2514,17,0,SLIVER.tv,13,56
525290.0,525290,101,224,Ilya Gubin,112,211,Kings under the hill,9,142765,11623,1110,1254,136332,11358,15,49,Ilya Gubin,18,72
525360.0,525360,41,272,Coconut Island Studio,67,206,Shio,222,17815,4106,1117,1262,16330,3931,763,1199,Coconut Island Games,40,77
525870.0,525870,0,0,CrystalGame,0,0,WackyMoles,1,3217,1744,0,0,0,0,3,599,CrystalGame,36,100
526160.0,526160,385,496,HypeTrain Digital,300,265,The Wild Eight,616,110105,10208,7175,2606,106393,10034,1963,1999,HypeTrain Digital,38,76
526740.0,526740,748,387,"Egor Magurin, Eugene Radaev",84,240,hack_me,691,267468,15908,3711,1874,221447,14475,1123,399,Indovers Studio,17,70
527380.0,527380,0,144,Engage Pixel,0,158,Captain Kaon,0,6681,2514,0,0,4949,2164,6,699,Engage Pixel,100,100
527540.0,527540,223,233,"Nova Dimension, Recreat4",223,268,VR Journey,20,27217,5075,738,1444,21279,4488,27,299,Nova Dimension,13,61
527720.0,527720,0,15,Faster Time Games Limited,0,15,Keep Defending,1,1114,1258,0,0,747,1463,20,799,Faster Time Games Limited,92,93
527990.0,527990,184,248,Pilgrim Adventures,272,167,Gladiator Trainer,28,38104,6005,1475,2043,22763,4642,69,199,Red Dahlia,29,70
528190.0,528190,0,814,DDD Wares,0,814,Carpe Deal 'Em,2,747,1463,0,0,747,1463,1,249,DDD Wares,,0
528950.0,528950,0,186,Blue Gate,0,220,Nekuia,1,5691,2321,0,0,2969,1676,13,499,"Blue Gate, Plug In Digital",81,100
529040.0,529040,0,3,Fine China Games,0,4,Fine China,0,3959,1935,0,0,1237,1082,4,99,Fine China Games,100,100
529500.0,529500,0,135,Deceptive Games Ltd.,0,144,ALONE? - VR,11,5196,2217,0,0,3217,1744,22,1499,Deceptive Games Ltd.,23,65
529520.0,529520,95,113,Digital Dreams Entertainment LLC,117,85,Mutant Football League,7,2969,1676,1489,1457,2474,1530,206,2499,Digital Dreams Entertainment LLC,95,96
529720.0,529720,0,12,Robert Pelloni,0,15,bob's game,11,14103,3653,0,0,3217,1744,28,0,Bob Corporation,29,71
529820.0,529820,0,2,Unparalleled Games,0,2,Beyond Power VR,3,1117,1262,0,0,742,1453,5,199,Unparalleled Games,18,62
529840.0,529840,59,109,"BNA Studios, LLC",20,26,Brawl of Ages,193,294685,16697,6681,2514,203632,13881,485,0,"S2 Games, LLC",29,71
531270.0,531270,59,154,Raptor-Lab,59,138,The Art of Fight | 4vs4 Fast-Paced FPS,87,5691,2321,742,1453,5443,2270,220,2499,Raptor-Lab,29,71
532700.0,532700,0,261,Möf Selvi,0,211,Finque,2,4454,2053,0,0,4468,2524,10,99,Anatolian.Org,53,85
534320.0,534320,0,387,Heisenberg Entertainment,0,419,4Team,1,1485,1453,0,0,1114,1258,4,99,Heisenberg Entertainment,,0
534500.0,534500,449,948,NetDragon Websoft Holdings Limited,81,76,Tiger Knight: Empire War,1791,1355650,35773,16825,3990,995397,30665,6613,0,Oasis Games,42,78
534720.0,534720,0,101,RealityRig,0,40,Tornuffalo,3,3464,1810,0,0,2606,1928,31,79,RealityRig,77,90
535170.0,535170,0,10,Saluda Systems,0,10,Climbtime,10,21774,4539,0,0,6681,2514,18,0,Saluda Systems,20,64
535270.0,535270,0,1,D.W.S.,0,1,Constricting Cubes,2,4206,1995,0,0,742,1453,4,299,D.W.S.,,0
535410.0,535410,0,56,RowlesCorp Studios,0,58,Saga of the Void: Admirals,2,4949,2164,0,0,1485,1185,28,399,Self-Published,85,96
535490.0,535490,0,109,Zitrix Megalomedia,0,90,Porno Studio Tycoon,68,7423,2650,0,0,6681,2514,115,1969,Zitrix Megalomedia,18,59
535690.0,535690,62,195,Ascanio Entertainment,123,191,Crash Force,2,33650,5643,1494,2069,27464,5098,24,799,Ascanio Entertainment,81,50
536680.0,536680,34,28,purpleElephant,34,37,Miniature - The Story Puzzle,21,5938,2370,738,1444,1480,1448,24,99,purpleElephant,11,40
542030.0,542030,25,181,George Gilbert,25,339,RuneSage,1,1485,1185,747,1463,1489,1457,27,799,George Gilbert,95,95
542400.0,542400,61,154,Durbek,61,136,Pixel Gladiator,10,14598,3717,742,838,9155,2943,77,499,Xitilon,67,87
542570.0,542570,0,121,Smoketree Studios,0,140,RunVR,1,3959,1935,0,0,2722,1605,7,599,Smoketree Studios,64,87
542620.0,542620,0,31,Catbox,0,31,Lonelyland VR,2,745,1030,0,0,742,1453,6,1499,Catbox,36,60
543140.0,543140,4,238,疯王子,4,138,Legend of Merchant,91,25485,4911,742,1453,23506,4717,396,179,疯王子中二集团总部,48,80
544800.0,544800,0,6,Sevenedge Interactive Media,0,6,Driftwatch VR,8,3711,1874,0,0,745,1030,7,299,Sevenedge Interactive Media,7,83
544840.0,544840,0,16,Game Studio Abraham Stolk Inc.,0,11,Children of Orc,13,18804,4219,0,0,9402,2983,38,0,Game Studio Abraham Stolk Inc.,34,74
546070.0,546070,0,61,PanGuoJun,0,61,Flower Design,5,5443,2270,0,0,742,838,44,179,PanGuoJun,70,84
546350.0,546350,0,63,Strange Fire,0,74,Craft Keep VR,9,2474,1530,0,0,2227,1451,41,1499,Excalibur Games,51,82
546380.0,546380,248,270,Axyos Games,319,222,Crispy Chicken,93,43547,6420,1862,1629,28701,5212,101,49,Axyos Games,10,50
546400.0,546400,159,242,White Dog,198,210,Cavern Escape,170,261777,15737,3464,1810,220704,14451,73,49,White Dog,2,34
546410.0,546410,21,159,Kamina Dimension,21,197,Grab the Bottle,4,4701,2109,738,1444,3464,1810,26,149,Kamina Dimension,61,83
546930.0,546930,195,144,Racing Bros,248,123,Machine Hunt,110,26969,5052,2598,1922,15588,3841,140,299,ANPA.US,13,53
547090.0,547090,352,341,"Vyacheslav Ozolnieks, Andrey Omelchenko, Andrey Kashin",372,371,Halloween Mysteries,5,26969,5052,23011,4667,24743,4839,10,199,Vyacheslav Ozolnieks,23,64
548340.0,548340,167,74,Overflow,167,60,Abode,8,11134,3246,738,1444,6186,2419,176,999,Overflow,92,95
549760.0,549760,0,38,Magic Tavern,0,13,Evolution VR,7,26969,5052,0,0,14846,3748,77,999,Magic Tavern,77,83
550670.0,550670,72,59,The_Kiddy,131,30,"What The Heck, Dude?",128,6186,2419,1494,2069,5443,2270,78,99,The_Kiddy,3,27
550890.0,550890,0,185,Slash Star Studios,0,204,Repulsanoid,1,2474,1530,0,0,1732,1280,6,199,Slash Star Studios,58,100
552300.0,552300,0,133,"Shandong Jerei Digital Technology Co.,LTD.",0,137,Soldier Sortie :VR Agent 006,0,1237,1082,0,0,1237,1082,6,1999,"Shandong Jerei Digital Technology Co.,LTD.",100,100
